Numéro du puits,Nom du puits,Année forage,Région géologique,Lot,Rang,Canton,Paroisse,Localisation,Latitude (NAD83),Latitude (décimal),Longitude (NAD83),Longitude (décimal),No carte,No permis,Profondeur,Profondeur (en m),Elévation sol,Élévation (en m),Élévation table rotation,Élévation de la table de rotation (en m),Dernière activité de puits,Dernière phase de puits,Statut puits,État du puits,Contenu du puits,Type puits,Détenteur,Partenaires,Opérateur,Implanté sur,Entreprise forage,Type foreuse,Log composite,Confidentiel jusqu'au,Municipalité,Région administrative,Localité
CS43,85-19,1985,C-Gaspésie,,,,,,"48° 50' 18,9""",48.838583,"64° 47' 28,4""",-64.791222,22A15,770,276 m/sol,276.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS44,MB-1,1985,C-Gaspésie,,,,,,"48° 53' 27,0""",48.890833,"64° 51' 24,0""",-64.856667,22A15,770,130 m/---,130.0,n.d.,n.d.,n.d.,n.d.,,,Inconnu,Inconnu,,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS45,SB-1,1985,C-Gaspésie,,1 de Sandy Beach,Douglas,,,"48° 48' 44,5""",48.812361,"64° 26' 35,6""",-64.443222,22A16,770,162 m/sol,162.0,n.d.,n.d.,n.d.,n.d.,Forage,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS46,SB-2,1985,C-Gaspésie,,1 de Sandy Beach,Douglas,,,"48° 48' 45,9""",48.81275,"64° 26' 36,5""",-64.443472,22A16,770,249 m/sol,249.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS47,SB-3,1985,C-Gaspésie,,1 de Sandy Beach,Douglas,,,"48° 48' 45,9""",48.81275,"64° 26' 36,5""",-64.443472,22A16,770,193 m/sol,193.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS48,SB-4,1985,C-Gaspésie,,,,,,"48° 48' 46,1""",48.812806,"64° 26' 47,4""",-64.4465,22A16,n.d.,133 m/sol,133.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS49,SB-5,1985,C-Gaspésie,,,,,,"48° 48' 45,6""",48.812667,"64° 26' 37,9""",-64.443861,22A16,n.d.,9 m/sol,9.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS50,SB-6,1985,C-Gaspésie,,,,,,"48° 48' 45,9""",48.81275,"64° 26' 36,5""",-64.443472,22A16,n.d.,9 m/sol,9.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS51,85-20,1985,C-Gaspésie,,,,,Galt,"48° 50' 28,0""",48.841111,"64° 47' 59,0""",-64.799722,22A15,n.d.,m/---,n.d.,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Gaspésie soc d'explo (forage)/MRN (fermeture),n.d.,Foragaz (fermeture),Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CZ006,Squatex Saint-Moïse,2010,C-Gaspésie,,,,,,"48° 30' 9,2""",48.5025,"67° 48' 52,2""",-67.8145,22B12,n.d.,249 m/sol,249.0,275.0 m/mer,275.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Saint-Moïse,Bas-Saint-Laurent,La Rédemption
CZ007,SQX #P,2010,C-Gaspésie,,,,,,"48° 27' 47,1""",48.463083,"67° 48' 5,3""",-67.801389,22B05,n.d.,288 m/sol,288.0,403.0 m/mer,403.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Saint-Cléophas,Bas-Saint-Laurent,La Rédemption
CZ008,SQX #03,2010,C-Gaspésie,,,,,,"48° 18' 33,7""",48.309361,"67° 59' 53,4""",-67.998167,22B05,n.d.,99 m/sol,99.0,335.0 m/mer,335.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Lac-des-Eaux-Mortes,Bas-Saint-Laurent,La Rédemption
CZ009,SQX #05,2010,C-Gaspésie,,,,,,"48° 16' 20,1""",48.27225,"67° 57' 45,6""",-67.962667,22B05,n.d.,99 m/sol,99.0,510.0 m/mer,510.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Lac-des-Eaux-Mortes,Bas-Saint-Laurent,La Rédemption
CZ01,Kennco-Gaspé No 1,1956,C-Gaspésie,,,,,Sud de Gaspé,"48° 44' 00,2""",48.733389,"64° 32' 01,6""",-64.533778,22A10,n.d.,589 pi/sol,179.53,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Kennco-Gaspé,n.d.,,(n.d.),Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CZ010,SQX #06,2010,C-Gaspésie,,,,,,"48° 15' 23""",48.256389,"67° 4' 9,8""",-67.066667,22B06,n.d.,99 m/sol,99.0,350.0 m/mer,350.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Routhierville,Bas-Saint-Laurent,Causapscal
CZ011,SQX #10,2010,C-Gaspésie,,,,,,"48° 27' 33,8""",48.459389,"67° 47' 55,2""",-67.798667,22B05,n.d.,144 m/sol,144.0,382.0 m/mer,382.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Saint-Cléophas,Bas-Saint-Laurent,La Rédemption
CZ012,La Rédemption,2011,C-Gaspésie,,Route Massé,,,,"48° 27' 15,2""",48.454222,"67° 53' 35,3""",-67.893139,22B05,n.d.,447 m/sol,447.0,269.0 m/mer,269.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,La Rédemption,Bas-Saint-Laurent,La Rédemption
CZ013,Du Portage,2011,C-Gaspésie,,Route du Portage,,,,"48° 26' 48,2""",48.446722,"67° 59' 36,6""",-67.9935,22B05,n.d.,600 m/sol,600.0,152.0 m/mer,152.0,n.d.,n.d.,Forage,n.d.,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Sainte-Jeanne-d'Arc,Bas-Saint-Laurent,La Rédemption
CZ014,"Squatex, Massé No 1",2010,C-Gaspésie,44,V,Massé,,,"48° 15' 23""",48.256389,"68° 4' 9""",-68.066667,22C08,n.d.,99 m/mer,99.0,n.d.,n.d.,n.d.,n.d.,Fermé définitivement,n.d.,Abandonné\sec,Abandonné,sec,Sondage stratigraphique,n.d.,n.d.,n.d.,À mi-chemin entre les profils sismiques MRN-2001-02 et SQX-2005-01,,(n.d.),Non,,Lac-des-Eaux-Mortes,Bas-Saint-Laurent,Saint-Gabriel
CZ015,"Squatex, Sayabec No 1",n.d.,C-Gaspésie,,,,,,"48° 31' 54.5""",48.531806,"67° 41' 51.4""",-67.697611,22B12,n.d.,0 pi/---,0.0,n.d.,n.d.,n.d.,n.d.,,,Abandonné\sec,Abandonné,sec,Sondage stratigraphique,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Sayabec,Bas-Saint-Laurent,Sayabec
CZ016,"Squatex, Marleau No 1",n.d.,C-Gaspésie,42,VII,Massé,,,"48° 23' 47.4""",48.3965,"67° 57' 31""",-67.958611,22B05,n.d.,0 pi/---,0.0,n.d.,n.d.,n.d.,n.d.,,,Localisation\n'a pas été foré,Localisation,n'a pas été foré,Sondage stratigraphique,n.d.,n.d.,n.d.,Point de tir no 1309 de la ligne sismique MRN-2001-02,,(n.d.),Non,,La Rédemption,Bas-Saint-Laurent,La Rédemption
CZ017,"Squatex, Massé No 2",n.d.,C-Gaspésie,44,V,Massé,,,"48° 25' 28.2""",48.4245,"67° 59' 40""",-67.994444,22B05,n.d.,0 pi/---,0.0,n.d.,n.d.,n.d.,n.d.,,,Localisation\n'a pas été foré,Localisation,n'a pas été foré,Sondage stratigraphique,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Sainte-Jeanne-d'Arc,Bas-Saint-Laurent,La Rédemption
CZ018,"Pétrolia, La Vérendrye 2013",2013,C-Gaspésie,,,,,,"48° 26' 17.9""",48.438306,"66° 56' 53.3""",-66.948139,22B07,n.d.,0 pi/---,0.0,n.d.,n.d.,n.d.,n.d.,,,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Sondage stratigraphique,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Lac-Casault,Bas-Saint-Laurent,Causapscal
CZ02,Kennco-Gaspé No 2,1956,C-Gaspésie,,,,,Sud de Gaspé,"48° 44' 04,2""",48.7345,"64° 31' 55,6""",-64.532111,22A10,n.d.,519 pi/sol,158.19,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Kennco-Gaspé,n.d.,,(n.d.),Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CZ03,Kennco-Gaspé No 3,1956,C-Gaspésie,,,,,Sud de Gaspé,"48° 44' 17,2""",48.738111,"64° 31' 31,6""",-64.525444,22A10,n.d.,1126 pi/sol,343.2,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Kennco-Gaspé,n.d.,,(n.d.),Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CZ04,Kennco-Gaspé No 4,1956,C-Gaspésie,,,,,Sud de Gaspé,"48° 44' 32,2""",48.742278,"64° 31' 32,6""",-64.525722,22A10,n.d.,423 pi/sol,128.93,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Kennco-Gaspé,n.d.,,(n.d.),Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
CZ05,Gaspé Basin - Bishop Ross,n.d.,C-Gaspésie,,,,,Comté de Gaspé-Sud,"48° 50' 00,2""",48.833389,"64° 30' 57,6""",-64.516,22A15,n.d.,180 pi/sol,54.86,n.d.,n.d.,n.d.,n.d.,,,Inconnu,Inconnu,,Puits d'exploration «Wildcat»,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
D001,"Lowlands Gamache, Carleton Point No 1",1963,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près de Carleton Point et de la rivière Potato","49° 42' 30,2""",49.708389,"62° 55' 57,5""",-62.932639,120000000000,185,3239 pi/sol,987.25,100.0 pi/mer,30.48,100.0 pi/mer,30.48,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,New Associated Developments Ltd.,Gamache Exploration & Mining Co. Ltd,Lowlands Exploration Ltd.,Ligne sismique / puits stratigraphique,Heath & Sherwood Drilling Ltd.,Carottage minier,Non,,L'Île-d'Anticosti,Côte-Nord,Baie-Johan-Beetz
D002,"Lowlands Gamache, Princeton Lake No 1",1962,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près du lac Princeton","49° 52' 10,2""",49.8695,"64° 12' 02,6""",-64.200722,22H16,185,5721 pi/sol,1743.76,300.0 pi/mer,91.44,300.0 pi/mer,91.44,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,New Associated Developments Ltd.,Gamache Exploration & Mining Co. Ltd,Lowlands Exploration Ltd.,Ligne sismique / puits stratigraphique,Heath & Sherwood Drilling Ltd.,Carottage minier,Non,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D003,"New Associated Con-Paper, Anticosti No 1",1962,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près de la rivière Jupiter","49° 37' 20,2""",49.622278,"63° 26' 17,5""",-63.438194,1200000000000,185,5770 pi/sol,1758.7,350.0 pi/mer,106.68,350.0 pi/mer,106.68,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,New Associated Developments Ltd.,"Gamache Exploration and Mining Co. Ltd, Lowland Exploration Ltd.",Lowlands Exploration Ltd.,n.d.,Heath & Sherwood Drilling Ltd.,Carottage minier,Non,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D004,"Lowlands Gamache, Oil River No 1",1965,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près de la rivière Oil","49° 44' 30,2""",49.741722,"63° 30' 42,5""",-63.511806,12000000000000,185,6146 pi/KB,1873.3,504.0 pi/mer,153.62,517.0 pi/mer,157.58,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,New Associated Developments Ltd.,"Gamache Exploration and Mining Co. Ltd, Lowland Exploration Ltd.",Lowlands Exploration Ltd.,n.d.,Imperial Oil Ltd.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Havre-Saint-Pierre
D005,"Lowlands Gamache, Highcliff No 1",1965,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près de Highcliff Point","49° 51' 30,2""",49.858389,"63° 52' 07,5""",-63.86875,120000000000000,185,5824 pi/KB,1775.16,150.0 pi/mer,45.72,157.0 pi/mer,47.85,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,New Associated Developments Ltd.,"Gamache Exploration and Mining Co. Ltd, Lowland Exploration Ltd",Lowlands Exploration Ltd.,Ligne sismique,Imperial Oil Ltd.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D006,"New Associated, Jupiter Anticosti No 1",1965,D-Anticosti / Estuaire du St-Laurent,,,,,"Le long de la rivière Jupiter, sur le bloc 2 de la zone B","49° 37' 15,2""",49.620889,"63° 26' 22,5""",-63.439583,1200000000000,185,3788 pi/sol,1154.58,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,New Associated Developments Ltd.,"Gamache Exploration and Mining Co. Ltd, Lowland Exploration Ltd.",New Associated Developments Ltd.,n.d.,Chevalier and Tremblay Drilling Co.,Rotative,Non,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D007,"ARCO, Anticosti No 1",1970,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 23' 18,2""",49.388389,"63° 31' 26,5""",-63.524028,1200000,439,12632 pi/KB,3850.23,223.0 pi/mer,67.97,235.0 pi/mer,71.63,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Atlantic Richfield Company Canada Ltd.,New Associated Development Ltd,Atlantic Richfield Company Canada Ltd.,n.d.,Garnett Drilling Ltd.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D010,"SOQUIP Scurry Rainbow, Sandtop No 1 (Anticosti)",1974,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près de la Baie de Sandtop","49° 11' 59,3""",49.199806,"61° 45' 07,3""",-61.752028,12F04,399,4700 pi/KB,1432.56,91.0 pi/mer,27.74,103.0 pi/mer,31.39,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,Soquip,n.d.,Soquip,n.d.,Regent Drilling Ltd.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Natashquan
D011,"Consolidated, Anticosti Brick No 1",1987,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,"Île d'Anticosti, près de la rivière du Brick","49° 22' 21,2""",49.372556,"63° 27' 03,5""",-63.450972,12000000,661,2800 pi/---,853.44,n.d.,n.d.,12.0 pi/mer,3.66,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Société d'Exploitation Consolidated Ltée,n.d.,Société d'Exploitation Consolidated Ltée,n.d.,Foragaz Inc.,Câble,Non,,L'Île-d'Anticosti,Côte-Nord,Rivière-au-Renard
D012,"Shell Encal Corridor, Roliff No 1",1998,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 32' 23,2""",49.539778,"63° 21' ,1""",-63.35,1200000000000,1995PG917,2785 m/KB,2785.0,285.0 m/mer,285.0,291.0 m/mer,291.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,Shell Canada Ltd,Shell Canada Limited,Ligne sismique,Ralex Inc.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D013,"Shell et al., Jupiter No 1",1998,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 35' 36,2""",49.593389,"63° 25' 00,5""",-63.416806,1200000000000,1995PG917,2178 m/KB,2178.0,175.0 m/mer,175.0,181.0 m/mer,181.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,n.d.,Shell Canada Limited,Ligne sismique,Ralex Inc.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D014,"Shell Encal Corridor, Anticosti, Chaloupe No 1",1999,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 23' 39,5""",49.394306,"62° 26' 49,4""",-62.447056,1200000000,1997PG470,1421 m/KB,1421.0,87.0 m/mer,87.0,92.0 m/mer,92.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,"Shell Canada Ltd, Encal Energy Ltd",Shell Canada Limited,Ligne sismique,Ralex Inc.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Aguanish
D014-R1,"Shell Encal Corridor, Anticosti, Chaloupe No 1",2004,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 23' 39,5""",49.394306,"62° 26' 49,4""",-62.447056,12E08-0201,2002PG705,1421 m/KB,1421.0,87.0 m/KB,87.0,92.0 m/KB,92.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,Hydro-Québec,Corridor Resources Inc.,n.d.,Patriot Well Service of Canada Inc.,Rotative,Non,,L'Île-d'Anticosti,Côte-Nord,Aguanish
D015,"Shell Encal Corridor, Anticosti, Saumon No 1",1999,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 23' 39,4""",49.394278,"62° 22' 06,3""",-62.368417,1200000000,1997PG470,1375 m/sol,1375.0,106.0 m/mer,106.0,114.0 m/mer,114.0,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,"Shell Canada Ltd, Encal Energy Ltd",Shell Canada Limited,Ligne sismique,Ralex Inc.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Aguanish
D016,"Shell Encal Corridor, Anticosti, Dauphine No 1",1999,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 20' 17,9""",49.338306,"62° 14' 11,9""",-62.236639,1200000000,1997PG471,1375 m/sol,1375.0,67.0 m/mer,67.0,72.0 m/mer,72.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,"Shell Canada Ltd, Encal Energy Ltd",Shell Canada Limited,Ligne sismique,Ralex Inc.,Rotative,Oui,,L'Île-d'Anticosti,Côte-Nord,Aguanish
D017,"Corridor/HQ, Anticosti, Chaloupe No 1",2005,D-Anticosti / Estuaire du St-Laurent,,,,,"Rivière aux Saumons, Île d'Anticosti, Comté de Saguenay","49° 23' 41,8""",49.394944,"62° 26' 05,4""",-62.434833,1200000000,2002PG705,1215 m/KB,1215.0,101.0 m/mer,101.0,107.0 m/mer,107.0,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,Corridor Resources Inc.,Hydro-Québec Pétrole et Gas,Corridor Resources Inc.,Ligne sismique 210 (point de tir #550),Doubil Inc.,Rotative,Oui,2008-08-26,L'Île-d'Anticosti,Côte-Nord,Aguanish
D018,"HQ/Corridor, Anticosti, MacDonald No 1",2005,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 42' 02,5""",49.700694,"62° 59' 55,9""",-62.998861,120000000000,2002PG690,648 m/KB,648.0,91.0 m/mer,91.0,95.0 m/mer,95.0,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,Hydro-Québec Pétrole et Gas,Corridor Resources Inc.,Corridor Resources Inc.,Ligne sismique 204 (point de tir #2265),Doubil Inc.,Rotative,Oui,2008-08-13,L'Île-d'Anticosti,Côte-Nord,Baie-Johan-Beetz
D019,"Corridor/HQ, Anticosti, Jupiter No 1",2005,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 35' 33,2""",49.592556,"63° 25' 1,9""",-63.416944,1200000000000,2001PG544,1920 m/KB,1920.0,176.0 m/mer,176.0,180.0 m/mer,180.0,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Corridor Resources Inc.,Hydro-Québec Pétrole et Gas,Corridor Resources Inc.,Ligne sismique 97-12 (point de tir #202.5),Doubil Inc.,Rotative,Oui,2008-09-27,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D019-R1,"Corridor/HQ, Anticosti, Jupiter No 1",2010,D-Anticosti / Estuaire du St-Laurent,,,Seigneurie de l'Île-d'Anticosti,,Île d'Anticosti,"49° 35' 33,2""",49.592556,"63° 25' 1,9""",-63.416944,12E11-0101,2009RS264,2038 m/KB,2038.0,175.0 m/KB,175.0,179.0 m/KB,179.0,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Corridor Resources Inc.,Pétrolia Inc.,Corridor Resources Inc.,n.d.,Nabors Drilling Ltd.,Land Coil Hybrid Rig,Non,2013-07-20,L'Île-d'Anticosti,Côte-Nord,Port-Menier
D020,"Pétrolia/Corridor, Anticosti, Chaloupe No. 1",2010,D-Anticosti / Estuaire du St-Laurent,,,,,,"49° 22' 3,9""",49.3675,"62° 32' 25,5""",-62.540417,120000000,2009RS252,1639 m/KB,1639.0,144.0 m/mer,144.0,148.0 m/mer,148.0,Suspension,n.d.,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Corridor Resources Inc.,Ligne sismique A71-203 (point de tir #600.5),Nabors Drilling Ltd.,Land Coil Hybrid Rig,Non,2013-08-25,L'Île-d'Anticosti,Côte-Nord,Aguanish
D021,"Corridor/Pétrolia, Anticosti, Saumon No. 1",2010,D-Anticosti / Estuaire du St-Laurent,,,,,,"49° 23' 46,1""",49.396139,"62° 22' 30,1""",-62.375028,1200000000,2009RS268,1223 m/KB,1223.0,78.0 m/mer,78.0,82.0 m/mer,82.0,Suspension,n.d.,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Corridor Resources Inc.,n.d.,Corridor Resources Inc.,Ligne sismique A71-199 (point de tir #1556),Nabors Drilling Ltd.,Land Coil Hybrid Rig,Non,2013-09-01,L'Île-d'Anticosti,Côte-Nord,Aguanish
DZ001,"Pétrolia, Sondage No 2, High-Cliff",2012,D-Anticosti / Estuaire du St-Laurent,,,,,,"49° 46' 43.9""",49.778861,"63° 52' 59.6""",-63.883222,120000000000000,n.d.,0 pi/---,0.0,n.d.,n.d.,n.d.,n.d.,,,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Sondage stratigraphique,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
DZ002,"Pétrolia, Sondage No 4, Princeton Lake",2012,D-Anticosti / Estuaire du St-Laurent,,,,,,"49° 53' 38""",49.893889,"64° 15' 57.6""",-64.266,22H16,n.d.,0 pi/---,0.0,n.d.,n.d.,n.d.,n.d.,,,Non applicable (sondage stratigraphique),Non applicable (sondage stratigraphique),,Sondage stratigraphique,n.d.,n.d.,n.d.,n.d.,,(n.d.),Non,,L'Île-d'Anticosti,Côte-Nord,Port-Menier
